time,hub,red,yellow,green
3605.2146302731853,0,0,0,0,0
3645.7467474835794,0,0,0,0,0
3766.8373900478473,0,0,0,0,0
3766.9341219823723,0,0,0,0,0
3963.559968219832,0,0,0,0,0
3965.1311915956207,0,0,0,0,1
3981.656936303111,0,0,0,0,0
4056.39489360047,0,0,0,0,0
4057.6674715850695,0,0,0,0,1
4128.965171192495,0,0,0,0,0
4164.377170478193,0,0,0,0,0
4168.0452161508365,0,0,0,0,0
4190.087297471162,0,0,0,0,0
4190.358475670812,0,0,1,0,0
4201.082246715717,0,0,1,0,0
4201.679987569399,0,0,2,0,0
4250.807385886318,0,0,1,0,0
4286.9379048646715,0,0,0,0,0
4311.715678404015,0,0,0,0,0
4366.251095950537,0,0,0,0,0
4533.2256783895,0,0,0,0,0
4533.5821400630775,0,0,0,0,0
4538.744793241945,0,0,0,0,0
4538.761169715116,0,0,0,0,0
4632.061388506479,0,0,0,0,0
4632.286634113338,0,0,0,1,0
4635.45879725679,0,0,0,0,0
4654.8113068176945,0,0,0,0,0
4674.7682495604095,0,0,0,0,0
4694.997017385579,0,0,0,0,0
4696.254520643246,0,0,0,0,0
4783.9374801829035,0,0,0,0,0
4806.7074018697695,0,0,0,0,0
4807.015848239791,0,0,0,0,0
4853.20286412357,0,0,0,0,0
5223.2932423818675,0,0,0,0,0
5228.178912275317,0,0,0,0,0
5385.601307852249,0,0,0,0,0
5717.627398656166,0,0,0,0,0
5718.9893324400455,0,0,0,0,0
5745.857370575739,0,0,0,0,0
5813.252358231477,0,0,0,0,0
5821.012554464699,0,0,0,0,0
5957.721889557839,0,0,0,0,0
5958.916646189126,0,0,0,0,0
6028.4698687854125,0,0,0,0,0
6029.483824240367,0,1,0,0,0
6029.697668980337,0,0,0,0,0
6104.487394143979,0,0,0,0,0
6112.6821644595075,0,0,0,0,0
6113.320224362524,0,0,0,0,0
6140.532505675537,0,0,0,0,0
6142.133882584803,0,0,0,0,0
6143.919733082031,0,0,0,0,0
6145.275397660171,0,1,0,0,0
6198.364448890436,0,0,0,0,0
6210.320934662397,0,0,0,0,0
6211.216962140613,0,0,0,0,0
6301.610259283058,0,0,0,0,0
6372.644684866948,0,0,0,0,0
6372.7396185296875,0,0,0,0,0
6454.727337392599,0,0,0,0,0
6498.712757683639,0,0,0,0,0
6499.384923289529,0,0,0,0,0
6543.752809582143,0,0,0,0,0
6546.471324894092,0,0,1,0,0
6575.825844653547,0,0,1,0,0
6577.863125568308,0,0,1,0,0
6598.897475265629,0,0,0,0,0
6618.93968982917,0,0,0,0,0
6619.369100274955,0,0,1,0,0
6653.287711265052,0,0,0,0,0
6737.837474185286,0,0,0,0,0
6749.221939953243,0,0,0,0,0
6777.235986935634,0,0,0,0,0
6779.16647270894,0,0,0,0,0
6809.68355439746,0,0,0,0,0
6864.476854005455,0,0,0,0,0
6865.134570959832,0,0,0,0,0
6917.945002422181,0,0,0,0,0
7052.832141180505,0,0,0,0,0
7053.512343695635,0,0,0,0,0
7108.896166898273,0,0,0,0,0
7110.34180732111,0,0,0,0,0
7148.04257815701,0,0,0,0,0
7172.3159181291685,0,0,0,0,0
7439.282192672634,0,0,0,0,0
7441.34294625894,0,0,0,0,0
7518.581563939625,0,0,0,0,0
7645.9311364088335,0,0,0,0,0
7650.8292616747985,0,0,0,0,0
7676.946547700745,0,0,0,0,0
7838.876935986679,0,0,0,0,0
7843.870185774189,0,0,0,0,0
7853.3547246679145,0,0,0,0,0
7853.715680942068,0,0,1,0,0
7896.531335545074,0,0,1,0,0
7899.790350505943,0,0,1,0,0
7903.284424568101,0,0,0,0,0
7957.082623975083,0,0,0,0,0
8047.637415288207,0,0,0,0,0
8048.098725660536,0,0,0,0,1
8110.772449444367,0,0,0,0,1
8112.106905925213,0,0,0,0,1
8133.53433730855,0,0,0,0,0
8201.139518148982,0,0,0,0,0
8241.96391952176,0,0,0,0,0
8279.050223547016,0,0,0,0,0
8279.130571875092,0,0,0,0,0
8293.616230496762,0,0,0,0,0
8295.114301695723,0,1,0,0,0
8308.615025159232,0,0,0,0,0
8396.341608974624,0,0,0,0,0
8413.899254543983,0,0,0,0,0
8414.315838408465,0,0,0,0,0
8453.056506672276,0,0,0,0,0
8536.079712690675,0,0,0,0,0
8536.802505219972,0,0,0,0,0
8583.988168622942,0,0,0,0,0
8584.444730190913,0,0,0,0,0
8627.61686283514,0,0,0,0,0
8719.207003522726,0,0,0,0,0
8866.676696339026,0,0,0,0,0
8866.753588379273,0,0,0,0,0
8945.213798505076,0,0,0,0,0
8945.347954784342,0,0,0,0,1
9016.610829540285,0,0,0,0,0
9139.736952814153,0,0,0,0,0
9142.198167246266,0,0,0,0,0
9156.341859827655,0,0,0,0,0
9286.920285325335,0,0,0,0,0
9344.750304377947,0,0,0,0,0
9349.880423296494,0,0,0,0,0
9372.174930089494,0,0,0,0,0
9372.27291368714,0,0,1,0,0
9406.807468765015,0,0,0,0,0
9468.472160353238,0,0,0,0,0
9491.709903694278,0,0,0,0,0
9492.469238512378,0,0,0,0,0
9726.605346837825,0,0,0,0,0
9788.50079001684,0,0,0,0,0
9789.723310988791,0,0,0,0,0
9790.048333855186,0,0,0,0,0
9790.87771847136,0,0,0,0,1
9796.83217176998,0,0,0,0,1
9799.827103802098,0,0,0,0,1
9818.841406025,0,0,0,0,0
9834.218196521926,0,0,0,0,0
9904.356982759493,0,0,0,0,0
10041.861634271396,0,0,0,0,0
10042.055608286022,0,0,0,0,0
10090.710455497214,0,0,0,0,0
inf,0,0,0,0,0
