time,hub,red,yellow,green
3296.815905303061,0,0,2,0,0
3303.8797602716913,0,0,2,0,0
3304.237611449805,0,0,3,0,0
3372.10767050225,0,0,2,0,0
3427.2200464336142,0,0,1,0,0
3485.1492727741856,0,0,0,0,0
3506.0330023756246,0,0,0,0,0
3506.4681524658804,0,0,1,0,0
3515.1299394808425,0,0,0,0,0
3520.0494250452102,0,0,0,0,0
3520.3530859393595,0,0,1,0,0
3547.6992462694,0,0,0,0,0
3573.9969537563893,0,0,0,0,0
3710.931476569249,0,0,0,0,0
3711.6604130762103,0,0,0,0,0
3740.6110067503973,0,0,0,0,0
3851.570109656649,0,0,0,0,0
3851.777775170705,0,0,0,0,0
3947.9494432318465,0,0,0,0,0
4017.6256675621107,0,0,0,0,0
4020.4412503031904,0,0,0,0,0
4025.9154807299424,0,0,0,0,0
4027.2910453686886,0,0,0,0,0
4071.9930032702196,0,0,0,0,0
4110.543259814196,0,0,0,0,0
4294.379217792702,0,0,0,0,0
4294.573384292508,0,0,0,0,0
4340.145810692444,0,0,0,0,0
4358.445329070741,0,0,0,0,0
4361.842016121368,0,0,0,0,0
4409.458491855774,0,0,0,0,0
4436.245877017012,0,0,0,0,0
4436.788069497908,0,0,0,0,0
4501.26599121783,0,0,0,0,0
4568.442198823083,0,0,0,0,0
4570.038544259026,0,0,0,0,0
4614.378042582187,0,0,0,0,0
4615.846398646812,0,0,0,0,0
4618.491613676846,0,0,0,0,0
4662.0600520758535,0,0,0,0,0
4929.141643712795,0,0,0,0,0
4929.211267234023,0,0,0,0,0
4957.306071186479,0,0,0,0,0
4957.903861472157,0,0,1,0,0
4984.410881445851,0,0,0,0,0
5010.56101378733,0,0,0,0,0
5047.301281979793,0,0,0,0,0
5047.792827415802,0,0,0,0,0
5077.557153182602,0,0,0,0,0
5121.967456505468,0,0,0,0,0
5124.518837804225,0,0,0,0,0
5132.433704974484,0,0,0,0,0
5134.850556520334,0,1,0,0,0
5153.3209303997055,0,0,0,0,0
5180.978178087789,0,0,0,0,0
5286.215997207641,0,0,0,0,0
5286.420986545996,0,0,0,0,0
5367.461741890887,0,0,0,0,0
5502.786386012351,0,0,0,0,0
5505.151198703211,0,0,0,0,0
5531.789156341441,0,0,0,0,0
5534.502507840779,0,0,0,0,0
5535.840849791175,0,0,0,0,0
5719.693059530328,0,0,0,0,0
5721.005359870187,0,0,0,0,0
5750.376139050552,0,0,0,0,0
5755.900452705701,0,0,0,0,0
5771.8936126448725,0,0,0,0,0
5849.373115314818,0,0,0,0,0
5864.701493644926,0,0,0,0,0
5869.4606275122505,0,0,0,0,0
5900.0413448492745,0,0,0,0,0
6003.749860022034,0,0,0,0,0
6003.786909451933,0,0,0,0,0
6048.62873197091,0,0,0,0,0
6076.224085107376,0,0,0,0,0
6077.893746741281,0,0,0,0,0
6126.568956646927,0,0,0,0,0
6209.818848486065,0,0,0,0,0
6210.193977693598,0,0,0,0,0
6280.007236197825,0,0,0,0,0
6282.059932680738,0,1,0,0,0
6283.875739849583,0,0,0,0,0
6358.304171201495,0,0,0,0,0
6450.5036659351335,0,0,0,0,0
6450.750733827864,0,0,0,0,0
6582.013985429355,0,0,0,0,0
6583.149476472726,0,0,0,0,0
6592.428363805233,0,0,0,0,0
6676.572734500633,0,0,0,0,0
6725.092189383521,0,0,0,0,0
6725.654959672429,0,0,0,0,0
6787.949763715713,0,0,0,0,0
6879.39770098691,0,0,0,0,0
6882.1166868152795,0,0,0,0,0
6960.08798482018,0,0,0,0,0
6981.164694947069,0,0,0,0,0
6981.52715232671,0,0,0,0,0
6984.9651009358895,0,0,0,0,0
6987.734864706809,0,0,0,0,0
7117.170161037503,0,0,0,0,0
7175.723042049371,0,0,0,0,0
7176.656078091213,0,0,0,0,0
7226.386898146589,0,0,0,0,0
7231.175935038864,0,0,0,0,0
7323.999208980094,0,0,0,0,0
7324.738358928363,0,0,0,0,0
7350.92074187904,0,0,0,0,0
7352.346081816934,0,0,1,0,0
7373.72100093829,0,0,0,0,0
7386.237648132571,0,0,0,0,0
7389.126988061694,0,0,1,0,0
7405.193999605615,0,0,0,0,0
7431.532701153526,0,0,0,0,0
7467.753656968819,0,0,0,0,0
7467.851858092068,0,0,0,0,0
7505.566166454708,0,0,0,0,0
7510.192223243553,0,0,0,0,0
7530.663844443492,0,0,0,0,0
7533.0753212938835,0,0,0,0,0
7533.94678803368,0,0,0,0,0
7584.820642404972,0,0,0,0,0
7586.054180169655,0,0,0,0,1
7625.062028124847,0,0,0,0,1
7770.909121946484,0,0,0,0,0
7835.454920854922,0,0,0,0,0
7835.464883530973,0,0,0,0,0
7874.223046400968,0,0,0,0,0
8070.377347145155,0,0,0,0,0
8071.552657175961,0,0,0,0,0
8092.9838839431795,0,0,0,0,0
8093.9576178462985,0,0,1,0,0
8094.854381889953,0,0,1,0,0
8094.930028083082,0,0,2,0,0
8147.93404526881,0,0,1,0,0
8204.707288382546,0,0,1,0,0
8210.647139964527,0,0,2,0,0
8255.888594998578,0,0,1,0,0
8286.2276979333,0,0,1,0,0
8292.880404527707,0,0,0,0,0
8299.973592423254,0,0,0,0,0
8301.847866177317,0,0,1,0,0
8323.847580791495,0,0,1,0,0
8324.18737885637,0,0,1,0,0
8324.689190164267,0,0,2,0,0
8326.17786274127,0,1,2,0,0
8332.748650719623,0,1,1,0,0
8407.8217366659,0,1,0,0,0
8435.281032881523,0,0,0,0,0
8518.93838880431,0,0,0,0,0
8609.409147398646,0,0,0,0,0
8613.260883102055,0,0,0,0,0
8666.476148130325,0,0,0,0,0
8893.875922902509,0,0,0,0,0
8894.92794748511,0,0,0,0,0
8928.28793561236,0,0,0,0,0
9135.215924432201,0,0,0,0,0
9136.846140141737,0,0,0,0,0
9187.223456853802,0,0,0,0,0
9294.64529783605,0,0,0,0,0
9296.205292357012,0,0,0,0,0
9336.013569831905,0,0,0,0,0
9372.433441567735,0,0,0,0,0
9373.02684644671,0,0,0,0,0
9377.352661927136,0,0,0,0,0
9378.124432124681,0,0,0,0,0
9427.754011806737,0,0,0,0,0
9427.773282686874,0,0,1,0,0
9453.326288035109,0,0,1,0,0
9453.62976391623,0,1,1,0,0
9461.333885040309,0,1,0,0,0
9475.512647547292,0,1,0,0,0
9476.619489766796,0,1,1,0,0
9487.444313159252,0,1,1,0,0
9489.245506500194,0,2,1,0,0
9502.954897220581,0,2,0,0,0
9544.630985241389,0,1,0,0,0
9552.942434119206,0,1,0,0,0
9554.378923263173,0,1,0,0,0
9564.964929272675,0,1,0,0,0
9565.068875127476,0,1,0,0,0
9624.814967852386,0,0,0,0,0
9636.431987740254,0,0,0,0,0
9638.68365829436,0,0,0,0,0
9710.427614944843,0,0,0,0,0
9711.375348379714,0,0,0,0,0
9715.10406525485,0,0,0,0,0
9715.581768305245,0,0,0,0,0
9759.432122511525,0,0,0,0,0
9760.063799524696,0,0,0,0,0
9811.468268031926,0,0,0,0,0
10057.331835289582,0,0,0,0,0
10057.544623165875,0,0,0,0,0
10111.848275028326,0,0,0,0,0
inf,0,0,0,0,0
